Distance (m),Depth (m)
9.386000000000000000e+03,1.612794775990364116e+01
9.387000000000000000e+03,1.612554794020066495e+01
9.388000000000000000e+03,1.612315898663523228e+01
9.389000000000000000e+03,1.612078098884269650e+01
9.390000000000000000e+03,1.611841403645843229e+01
9.391000000000000000e+03,1.611605821911779657e+01
9.392000000000000000e+03,1.611371362645615335e+01
9.393000000000000000e+03,1.611138034810887021e+01
9.394000000000000000e+03,1.610905847371130761e+01
9.395000000000000000e+03,1.610674809289883669e+01
9.396000000000000000e+03,1.610444929530681435e+01
9.397000000000000000e+03,1.610216217057060462e+01
9.398000000000000000e+03,1.609988680832557506e+01
9.399000000000000000e+03,1.609762329820708615e+01
9.400000000000000000e+03,1.609537172985051257e+01
9.401000000000000000e+03,1.609313219289120411e+01
9.402000000000000000e+03,1.609090477696453192e+01
9.403000000000000000e+03,1.608868957170586000e+01
9.404000000000000000e+03,1.608648666675054884e+01
9.405000000000000000e+03,1.608429615173396954e+01
9.406000000000000000e+03,1.608211811629148258e+01
9.407000000000000000e+03,1.607995265005844843e+01
9.408000000000000000e+03,1.607779984267023465e+01
9.409000000000000000e+03,1.607565978376220528e+01
9.410000000000000000e+03,1.607353256296972432e+01
9.411000000000000000e+03,1.607141826992815936e+01
9.412000000000000000e+03,1.606931699427286730e+01
9.413000000000000000e+03,1.606722882563921573e+01
9.414000000000000000e+03,1.606515385366256865e+01
9.415000000000000000e+03,1.606309216797829009e+01
9.416000000000000000e+03,1.606104385822174763e+01
9.417000000000000000e+03,1.605900901402830172e+01
9.418000000000000000e+03,1.605698772503331284e+01
9.419000000000000000e+03,1.605498008087215212e+01
9.420000000000000000e+03,1.605298617118018001e+01
9.421000000000000000e+03,1.605100608559276054e+01
9.422000000000000000e+03,1.604903991374526129e+01
9.423000000000000000e+03,1.604708774527304271e+01
9.424000000000000000e+03,1.604514966981146529e+01
9.425000000000000000e+03,1.604322577699590013e+01
9.426000000000000000e+03,1.604131615646171127e+01
9.427000000000000000e+03,1.603942089784426273e+01
9.428000000000000000e+03,1.603754009077891141e+01
9.429000000000000000e+03,1.603567382490102844e+01
9.430000000000000000e+03,1.603382218984597429e+01
9.431000000000000000e+03,1.603198527524911299e+01
9.432000000000000000e+03,1.603016317074581565e+01
9.433000000000000000e+03,1.602835596597143919e+01
9.434000000000000000e+03,1.602656375056134763e+01
9.435000000000000000e+03,1.602478661415090855e+01
9.436000000000000000e+03,1.602302464637548240e+01
9.437000000000000000e+03,1.602127793687043322e+01
9.438000000000000000e+03,1.601954657527113568e+01
9.439000000000000000e+03,1.601783065121293959e+01
9.440000000000000000e+03,1.601613025433121607e+01
9.441000000000000000e+03,1.601444547426132559e+01
9.442000000000000000e+03,1.601277640063863572e+01
9.443000000000000000e+03,1.601112312309851049e+01
9.444000000000000000e+03,1.600948573127631391e+01
9.445000000000000000e+03,1.600786431480740646e+01
9.446000000000000000e+03,1.600625896332715925e+01
9.447000000000000000e+03,1.600466976647092565e+01
9.448000000000000000e+03,1.600309681387408034e+01
9.449000000000000000e+03,1.600154019517198734e+01
9.450000000000000000e+03,1.600000000000000000e+01
9.451000000000000000e+03,1.599847629227150492e+01
9.452000000000000000e+03,1.599696903301193274e+01
9.453000000000000000e+03,1.599547815752472779e+01
9.454000000000000000e+03,1.599400360111333974e+01
9.455000000000000000e+03,1.599254529908120759e+01
9.456000000000000000e+03,1.599110318673178277e+01
9.457000000000000000e+03,1.598967719936850962e+01
9.458000000000000000e+03,1.598826727229483424e+01
9.459000000000000000e+03,1.598687334081419920e+01
9.460000000000000000e+03,1.598549534023005414e+01
9.461000000000000000e+03,1.598413320584584518e+01
9.462000000000000000e+03,1.598278687296501488e+01
9.463000000000000000e+03,1.598145627689101111e+01
9.464000000000000000e+03,1.598014135292727822e+01
9.465000000000000000e+03,1.597884203637726586e+01
9.466000000000000000e+03,1.597755826254441658e+01
9.467000000000000000e+03,1.597628996673217650e+01
9.468000000000000000e+03,1.597503708424399171e+01
9.469000000000000000e+03,1.597379955038330834e+01
9.470000000000000000e+03,1.597257730045357249e+01
9.471000000000000000e+03,1.597137026975822849e+01
9.472000000000000000e+03,1.597017839360072422e+01
9.473000000000000000e+03,1.596900160728450224e+01
9.474000000000000000e+03,1.596783984611301221e+01
9.475000000000000000e+03,1.596669304538969847e+01
9.476000000000000000e+03,1.596556114041800534e+01
9.477000000000000000e+03,1.596444406650138070e+01
9.478000000000000000e+03,1.596334175894326890e+01
9.479000000000000000e+03,1.596225415304711781e+01
9.480000000000000000e+03,1.596118118411636999e+01
9.481000000000000000e+03,1.596012278745447510e+01
9.482000000000000000e+03,1.595907889836487570e+01
9.483000000000000000e+03,1.595804945215101789e+01
9.484000000000000000e+03,1.595703438411634956e+01
9.485000000000000000e+03,1.595603362956431681e+01
9.486000000000000000e+03,1.595504712379836221e+01
9.487000000000000000e+03,1.595407480212193363e+01
9.488000000000000000e+03,1.595311659983847719e+01
9.489000000000000000e+03,1.595217245225143898e+01
9.490000000000000000e+03,1.595124229466426335e+01
9.491000000000000000e+03,1.595032606238039641e+01
9.492000000000000000e+03,1.594942369070328425e+01
9.493000000000000000e+03,1.594853511493637477e+01
9.494000000000000000e+03,1.594766027038310874e+01
9.495000000000000000e+03,1.594679909234693760e+01
9.496000000000000000e+03,1.594595151613130390e+01
9.497000000000000000e+03,1.594511747703965376e+01
9.498000000000000000e+03,1.594429691037543506e+01
9.499000000000000000e+03,1.594348975144209035e+01
9.500000000000000000e+03,1.594269593554306574e+01
9.501000000000000000e+03,1.594191539798181090e+01
9.502000000000000000e+03,1.594114807406176837e+01
9.503000000000000000e+03,1.594039389908638427e+01
9.504000000000000000e+03,1.593965280835910647e+01
9.505000000000000000e+03,1.593892473718337577e+01
9.506000000000000000e+03,1.593820962086264359e+01
9.507000000000000000e+03,1.593750739470035249e+01
9.508000000000000000e+03,1.593681799399995214e+01
9.509000000000000000e+03,1.593614135406488330e+01
9.510000000000000000e+03,1.593547741019859387e+01
9.511000000000000000e+03,1.593482609770452996e+01
9.512000000000000000e+03,1.593418735188613944e+01
9.513000000000000000e+03,1.593356110804686310e+01
9.514000000000000000e+03,1.593294730149015059e+01
9.515000000000000000e+03,1.593234586751944626e+01
9.516000000000000000e+03,1.593175674143819798e+01
9.517000000000000000e+03,1.593117985854985008e+01
9.518000000000000000e+03,1.593061515415784690e+01
9.519000000000000000e+03,1.593006256356563632e+01
9.520000000000000000e+03,1.592952202207666268e+01
9.521000000000000000e+03,1.592899346499437385e+01
9.522000000000000000e+03,1.592847682762221417e+01
9.523000000000000000e+03,1.592797204526362798e+01
9.524000000000000000e+03,1.592747905322206492e+01
9.525000000000000000e+03,1.592699778680096756e+01
9.526000000000000000e+03,1.592652818130378378e+01
9.527000000000000000e+03,1.592607017203395614e+01
9.528000000000000000e+03,1.592562369429493430e+01
9.529000000000000000e+03,1.592518868339016258e+01
9.530000000000000000e+03,1.592476507462308710e+01
9.531000000000000000e+03,1.592435280329715397e+01
9.532000000000000000e+03,1.592395180471580751e+01
9.533000000000000000e+03,1.592356201418249384e+01
9.534000000000000000e+03,1.592318336700065906e+01
9.535000000000000000e+03,1.592281579847374928e+01
9.536000000000000000e+03,1.592245924390521061e+01
9.537000000000000000e+03,1.592211363859849094e+01
9.538000000000000000e+03,1.592177891785703103e+01
9.539000000000000000e+03,1.592145501698428056e+01
9.540000000000000000e+03,1.592114187128368386e+01
9.541000000000000000e+03,1.592083941605868525e+01
9.542000000000000000e+03,1.592054758661273439e+01
9.543000000000000000e+03,1.592026631824927385e+01
9.544000000000000000e+03,1.591999554627175151e+01
9.545000000000000000e+03,1.591973520598361169e+01
9.546000000000000000e+03,1.591948523268830229e+01
9.547000000000000000e+03,1.591924556168926586e+01
9.548000000000000000e+03,1.591901612828995027e+01
9.549000000000000000e+03,1.591879686779380165e+01
9.550000000000000000e+03,1.591858771550426432e+01
9.551000000000000000e+03,1.591838860672478440e+01
9.552000000000000000e+03,1.591819947675880975e+01
9.553000000000000000e+03,1.591802026090978472e+01
9.554000000000000000e+03,1.591785089448115365e+01
9.555000000000000000e+03,1.591769131277636617e+01
9.556000000000000000e+03,1.591754145109886487e+01
9.557000000000000000e+03,1.591740124475209583e+01
9.558000000000000000e+03,1.591727062903950696e+01
9.559000000000000000e+03,1.591714953926454257e+01
9.560000000000000000e+03,1.591703791073064700e+01
9.561000000000000000e+03,1.591693567874126813e+01
9.562000000000000000e+03,1.591684277859985031e+01
9.563000000000000000e+03,1.591675914560984140e+01
9.564000000000000000e+03,1.591668471507468752e+01
9.565000000000000000e+03,1.591661942229783122e+01
9.566000000000000000e+03,1.591656320258272039e+01
9.567000000000000000e+03,1.591651599123280114e+01
9.568000000000000000e+03,1.591647772355151780e+01
9.569000000000000000e+03,1.591644833484231825e+01
9.570000000000000000e+03,1.591642776040864682e+01
9.571000000000000000e+03,1.591641593555394785e+01
9.572000000000000000e+03,1.591641279558167099e+01
9.573000000000000000e+03,1.591641827579525881e+01
9.574000000000000000e+03,1.591643231149815918e+01
9.575000000000000000e+03,1.591645483799381822e+01
9.576000000000000000e+03,1.591648579058568025e+01
9.577000000000000000e+03,1.591652510457718961e+01
9.578000000000000000e+03,1.591657271527179596e+01
9.579000000000000000e+03,1.591662855797294363e+01
9.580000000000000000e+03,1.591669256798407517e+01
9.581000000000000000e+03,1.591676468060864202e+01
9.582000000000000000e+03,1.591684483115008675e+01
9.583000000000000000e+03,1.591693295491185367e+01
9.584000000000000000e+03,1.591702898719739245e+01
9.585000000000000000e+03,1.591713286331014743e+01
9.586000000000000000e+03,1.591724451855356293e+01
9.587000000000000000e+03,1.591736388823108328e+01
9.588000000000000000e+03,1.591749090764615993e+01
9.589000000000000000e+03,1.591762551210223364e+01
9.590000000000000000e+03,1.591776763690275587e+01
9.591000000000000000e+03,1.591791721735116560e+01
9.592000000000000000e+03,1.591807418875091251e+01
9.593000000000000000e+03,1.591823848640543915e+01
9.594000000000000000e+03,1.591841004561819695e+01
9.595000000000000000e+03,1.591858880169262669e+01
9.596000000000000000e+03,1.591877468993217803e+01
9.597000000000000000e+03,1.591896764564029532e+01
9.598000000000000000e+03,1.591916760412042109e+01
9.599000000000000000e+03,1.591937450067600501e+01
9.600000000000000000e+03,1.591958827061049497e+01
9.601000000000000000e+03,1.591980884922732997e+01
9.602000000000000000e+03,1.592003617182995967e+01
9.603000000000000000e+03,1.592027017372183195e+01
9.604000000000000000e+03,1.592051079020638937e+01
9.605000000000000000e+03,1.592075795658707982e+01
9.606000000000000000e+03,1.592101160816734584e+01
9.607000000000000000e+03,1.592127168025063888e+01
9.608000000000000000e+03,1.592153810814039794e+01
9.609000000000000000e+03,1.592181082714007445e+01
9.610000000000000000e+03,1.592208977255311098e+01
9.611000000000000000e+03,1.592237487968295717e+01
9.612000000000000000e+03,1.592266608383305204e+01
9.613000000000000000e+03,1.592296332030684702e+01
9.614000000000000000e+03,1.592326652440778822e+01
9.615000000000000000e+03,1.592357563143931642e+01
9.616000000000000000e+03,1.592389057670487951e+01
9.617000000000000000e+03,1.592421129550792891e+01
9.618000000000000000e+03,1.592453772315190541e+01
9.619000000000000000e+03,1.592486979494025334e+01
9.620000000000000000e+03,1.592520744617642059e+01
9.621000000000000000e+03,1.592555061216385326e+01
9.622000000000000000e+03,1.592589922820599746e+01
9.623000000000000000e+03,1.592625322960629752e+01
9.624000000000000000e+03,1.592661255166820133e+01
9.625000000000000000e+03,1.592697712969515322e+01
9.626000000000000000e+03,1.592734689899059752e+01
9.627000000000000000e+03,1.592772179485798389e+01
9.628000000000000000e+03,1.592810175260075489e+01
9.629000000000000000e+03,1.592848670752235840e+01
9.630000000000000000e+03,1.592887659492623875e+01
9.631000000000000000e+03,1.592927135011584205e+01
9.632000000000000000e+03,1.592967090839461441e+01
9.633000000000000000e+03,1.593007520506600194e+01
9.634000000000000000e+03,1.593048417543345074e+01
9.635000000000000000e+03,1.593089775480040515e+01
9.636000000000000000e+03,1.593131587847031483e+01
9.637000000000000000e+03,1.593173848174661877e+01
9.638000000000000000e+03,1.593216549993276487e+01
9.639000000000000000e+03,1.593259686833220279e+01
9.640000000000000000e+03,1.593303252224837863e+01
9.641000000000000000e+03,1.593347239698473494e+01
9.642000000000000000e+03,1.593391642784471784e+01
9.643000000000000000e+03,1.593436455013177167e+01
9.644000000000000000e+03,1.593481669914934784e+01
9.645000000000000000e+03,1.593527281020088715e+01
9.646000000000000000e+03,1.593573281858983570e+01
9.647000000000000000e+03,1.593619665961964316e+01
9.648000000000000000e+03,1.593666426859375207e+01
9.649000000000000000e+03,1.593713558081560677e+01
9.650000000000000000e+03,1.593761053158865693e+01
9.651000000000000000e+03,1.593808905621634686e+01
9.652000000000000000e+03,1.593857109000212269e+01
9.653000000000000000e+03,1.593905656824942874e+01
9.654000000000000000e+03,1.593954542626170934e+01
9.655000000000000000e+03,1.594003759934241593e+01
9.656000000000000000e+03,1.594053302279498929e+01
9.657000000000000000e+03,1.594103163192287909e+01
9.658000000000000000e+03,1.594153336202952786e+01
9.659000000000000000e+03,1.594203814841838174e+01
9.660000000000000000e+03,1.594254592639288859e+01
9.661000000000000000e+03,1.594305663125649275e+01
9.662000000000000000e+03,1.594357019831264033e+01
9.663000000000000000e+03,1.594408656286477743e+01
9.664000000000000000e+03,1.594460566021635195e+01
9.665000000000000000e+03,1.594512742567080643e+01
9.666000000000000000e+03,1.594565179453158343e+01
9.667000000000000000e+03,1.594617870210213795e+01
9.668000000000000000e+03,1.594670808368590720e+01
9.669000000000000000e+03,1.594723987458634440e+01
9.670000000000000000e+03,1.594777401010689033e+01
9.671000000000000000e+03,1.594831042555098932e+01
9.672000000000000000e+03,1.594884905622209281e+01
9.673000000000000000e+03,1.594938983742364691e+01
9.674000000000000000e+03,1.594993270445908706e+01
9.675000000000000000e+03,1.595047759263187004e+01
9.676000000000000000e+03,1.595102443724543839e+01
9.677000000000000000e+03,1.595157317360323646e+01
9.678000000000000000e+03,1.595212373700871389e+01
9.679000000000000000e+03,1.595267606276530969e+01
9.680000000000000000e+03,1.595323008617647709e+01
9.681000000000000000e+03,1.595378574254565152e+01
9.682000000000000000e+03,1.595434296717629330e+01
9.683000000000000000e+03,1.595490169537183611e+01
9.684000000000000000e+03,1.595546186243573317e+01
9.685000000000000000e+03,1.595602340367142702e+01
9.686000000000000000e+03,1.595658625438236378e+01
9.687000000000000000e+03,1.595715034987198955e+01
9.688000000000000000e+03,1.595771562544375044e+01
9.689000000000000000e+03,1.595828201640108901e+01
9.690000000000000000e+03,1.595884945804745669e+01
9.691000000000000000e+03,1.595941788568629782e+01
9.692000000000000000e+03,1.595998723462105318e+01
9.693000000000000000e+03,1.596055744015517242e+01
9.694000000000000000e+03,1.596112843759210698e+01
9.695000000000000000e+03,1.596170016223529231e+01
9.696000000000000000e+03,1.596227254938817808e+01
9.697000000000000000e+03,1.596284553435421216e+01
9.698000000000000000e+03,1.596341905243684067e+01
9.699000000000000000e+03,1.596399303893950616e+01
9.700000000000000000e+03,1.596456742916565297e+01
9.701000000000000000e+03,1.596514215841873607e+01
9.702000000000000000e+03,1.596571716200219271e+01
9.703000000000000000e+03,1.596629237521947076e+01
